"V1","V2"
"Alba Valéria De Mello Sá","A minha filha é dona de casa e não está recebendo do bolsa família neste caso para ela contribuir com o mínimo como deve proceder?"
"Cesar Espinosa","Só pode ser piada ninguém vai conseguir se aposentar aqui no Brasil não"
"Vanessa Lira","Bom dia!Eu sou dona de casa e nunca contribuir e não tenho nenhuma renda mensal como faço para contribuir com um valor que dar pra eu pagar?"
"Cida Bernardes","Por favor tenho 61 ANOS e   9  ANOS  de Contribuiçao posso me aposentar se faltar posso pagar de UMa  VEZ   SO e pedir a APOSENTADORIA OBRG."
"Pablo Sanchez","a pagina do inss abre mas quando clico no calcular valor do benefício a pagina nao abre já tentei varias vezes da erro diz que a pagina nao existe...."
"Carlão Santos","Tenho 54 anos de idade . tenho 33 anos de contribuicao . Sendo 27 anos de contribuicao SPPREV e os 6 anos de contribuicao ao INSS .Ja tenho direito em me aposentar"
"Eduardo Coitinho","Se é que a geração atual e a que está vindo e a que está por vir vai se aposentar. Já tão tirando de quem esta aposentado e com essa nova regra ninguém se aposentara não ser que defunto tenha direito de receber."
"Previdência Social","#Previdência |Informações complementares disponíveis no nosso site nos links: https://goo.gl/pVUQQz"
"Paulo Cesar Silva","boa tarde sou autonomo estou  4 meses em atraso com gps por motivo de doença.gostaria de saber se consigo fazer pericia e o auxilio doença"
"Ieda Cardoso","eu preciso de uma resposta dei entrada no rercuso do meu marido  vai fazer 4meses em agosto dia 6 foi porque eu dei entrada na aposentadoria eles não virão as carteira  ai eles indefirido quando a carta chegou aí fui de novo quando eles virão o documento da um total de258comtribuicao quando a moça v ..."
"Jheinigton Vinha","Eu gostaria de saber se o tempo trabalhado legalmente com SSN nos Estados Unidos pode ser usado para aposentadoria no Brasil ou a necessidade de pagar INSS no Brasil mesmo já pagando tributos aqui nos Estados Unidos? tem algum acordo entre os dois países quanto a isso ?"
"Valeria Oliveira","Como saber através do relatório do CNIS se o empregador está recolhendo as contribuiçoes descontadas do salário do empregado ?"
"João Paulo Batista","O site só da erro.. não consigo ver a situação que se encontra meu benefício"
"Geremias Pereira","E o pior é que a gente tenta ligar no 135 e a porcaria da vivo informa que não temos saldo pra ligar não seria grátis esta ligação<f0><U+009F><U+0091><U+0087>."
"Marilene Pereira de Avila","Ha 15 dias estou tentando a pedido da minha Previdencia Privada emitir o meu extrato de beneficio e nao consigo..ja segui todos os passos...alguem poderia me ajudar por favor"
"Roberta Emanuela","Gostaria de saber se quem está desempregada tem.direito ao auxílio maternidade"
"Aline Silva","Olá  Eu gostaria de saber se tenho direito a salário maternidade . Trabalhei do dia 10 de maio de 2016 a 15 de julho de 2016 com carteira assinada e nesse período engravidei e pedi conta"
"Angélica Duarte","Boa tarde! Estou desde o dia 21/07 tentando agendar a solicitaçao do auxílio maternidade e sempre está dando problema o site e pelo 135 também. O que fazer?"
"Geisy Benhur Luccas","Boa tarde! Gostaria de tirar uma dúvida.Eu já encaminhei o meu auxílio maternidade me falaram que era pra esperar 30 dias e apresentar um papel no banco e no papel está escrito que tem que espera um kit segurado na minha residência como é isso ???"
"Virginia Angélica Santana","Eu queria saber como faz pra agendar uma pericia para salario maternidade uma vez que pelo site da erro e pelo telefone eles alegam que o site está inoperante. Ja tem 2 semanas que escuto  a mesma resposta."
"Cássia Camila","Gostaria de saber quando vou poder verificar o resultado do meu pedido de auxílio doença pois desde ontem o site está dando erro e não consigo acessar. Gostaria de uma resposta coerente porque os atendentes do 135 só dizem que tento que continuar tentando."
"Rodolffo Pereira","Olá eu fui consultar o Beneficio no site da previdencia e parece que vcs estão com um erro no Java Scritp.."
"Thamires Fernandes de Jesus","Bom dia e quando poderei dar entrada no auxilio maternidade caso nao esteje trabalhando ja estou de oito meses?"
"Jaqueline Oliveira Oliveira","Tô grávida de 37 semanas e como faço pra ganha esse salário maternidade?"
"Neuma Silva","Tenho direito a salário maternidade ta com 8 meses que fui demitida"
"Valeriojunio Silva","Sou menor de 21 anos tenho direito a pensão do meu pai?"
"Vivian Benevides","O complicado é vc ter o bebê e o agendamento para atendimento será quando o bebê tiver 4 meses esse é o nosso Brasil!!!!! Absurdo quero ver o que vou fazer para pagar as contas até lá."
"Brasil de Abreu","Essa reforma previdenciária nem ventila sobre a posição do governo sore os grandes inadimplentes com a previdência também não informa a sangria com pagamentos de débitos que não foram produzidos por trabalhadores e que realmente é pago pela receita da previdência. É preciso por tudo em pratos limp ..."
"Mila Morais","Conheço uma moça que é empregada doméstica o bebê dela nasceu ela entrou e saiu de licença maternidade e só agora que o bebê completou um ano de idade foi que ela consegui sacar o benefício. Aí eu pergunto: qual o sentido disso tudo? Sorte que ela teve o marido pra segurar as pontas pq se ela depe ..."
"Gleizi Nha","o leitor do Globo -Marco Aurélio Souza - escreveu: - "" Pelo fim das aposentadorias e pensões de políticos. Político não é profissão. Não necessita de formação nem presta concurso público. O político é escolhido para prestação de serviço temporário portanto não tem direito à aposentadoria ou a de ..."
"Maykelley Corrêa","Gostaria de saber porque estão demorando tanto o resultado dos benefícios. Faz 4 meses que dei entrada no salário maternidade e até agora nenhuma resposta."
"Rodolffo Pereira","'esse é o erro &gt"
"Nataly Sartori","Ana Paula Da Silva Batista salario maternidade vai até a previdência e se informe. Eu tive."
"Previdência Social","#Previdência |A Aposentadoria especial é o benefício concedido ao cidadão que trabalha exposto a agentes nocivos à saúde como calor ou ruído de forma contínua e ininterrupta em níveis de exposição acima dos limites estabelecidos por legislação própria. Saiba mais. Acesse nosso site no link: http ..."
"Carlos Alberto","Boa tarde estou desde setembro 2015 tentando se aposentar apesar de ter apresentado ppp com ruídos acima de 90 decibéis meu processo ja teve idas e vindas agora está a 40 dias esperando ser julgado novamente no CAJ  já estou desanimado vc tem direito trabalha como trabalhei 32 anos e alguns meses de ..."
"Rosangela Ribeiro","Dei entrada na minha aposentadoria em março 2017 pois bem saiu mas não aceitei trabalho em hospital com técnica de enfermagem desde 1993 levei todos os ppps e não me deram a aposentadoria eapecial pedi pro adv pedir meu processo para analisar gostaria de saber se eles podem rever isso"
"Melissa Candido","Meu pai tem 59 anos sendo que segui o passo-a-passo de contagem de contribuição no site da Previdência Social e consta que meu pai tem 41 anos de contribuição. Ele pode se aposentar???"
"Algenice Sirino Santos","ola boa noite minha filha recebe o bpc e todo ano o inss manda uns formularios para o cras da minha cidade pra gente preencher eu gostaria d saber se eu mudar da minha cidade vai ter algum problemas em rela?ao a esses papeis"
"Juliana Caneja","Tem quase um ano que foi dado entrada na aposentadoria especial e até hj nenhuma resposta do INSS o que fazer?"
"Osvaldo Fabiano","olha aponsetadoria especial só para familiares dos INSS  fora isto não existem minha esposa caderante tem 180 meses foi recusada agora fosse algum parente dele tudo fica mais facik"
"Leo Reis","Uma servidora cujo órgão não possui os documentos que a Previdência exige que seja mantido no local deve fazer o que para requerer a aposentadoria especial ja que atua em meio a agentes biológicos e produtos químicos? A pessoa já tem 22 anos de serviço."
"Jhon Ferreira","Preciso calcular o a parcela desse mês que aconteceu de atrasar alguns dias a parte do site que me possibilita fazer isso simplesmente não funciona! Tem uma segunda saída para fazer esse cálculo e assim poder pagar?"
"Rosiane G Silva","Boa noite tenho 54 anos de idade trabalhei por 16 ano é 3 meses em um cooperativa onde tinha muito barulho e um calor infernal muita poeira da pessoa passa 30 minutos e sai de lá Branco de  tanto pó tenho direito a salubridade então gostaria de saber se tenho direito a essa aposentadoria especial es ..."
"Sonia Vicente Vicente","Esse e-recursos eé um estresse  naõ consegue funcionar 3 dias seguidos"
"Rose Silva","Boa tarde Gostaria de saber se quem trabalha a 30 anos  como operador de maquina agricula  tem direito de salubridade e com qtos anos de trabalho se aposenta mto obrigado  espero resposta."
"Maria José","Uma pessoa que trabalha a quase 10 anos em uma usina de cana de açucar onde tem caldeira maquinas que pode acontece acidente que o trabalhador corre o risco de acidentar de queimaduras pq tem muita agua quente. meu marido já se acidentou e varios trabalhador jâ se acidentaram. e ele trabalha a no ..."
"Patricia Maria Maria","Boa tarde dei entrada meu auxiliar maternidade dia 25 de maio e está em análise está correto esse prazo me responda por favor pois meu bebê já está sétimo mês e nada desse auxílio obrigada."
"Gleydson Mesquita","Queria saber quantos anos de contribuição  a pessoa se  aposenta no meu caso tenho Periculosidade na Carteira de trabalho comprovada!(Risco de Vida)"
"Hanilda Ercilia Silva","Oie Boa noite como faço para tirar uma dúvida sobre a aposentadoria de minha mãe?"
"Alexandra Fernandes Dos Santos","Taxiasta entra nrsta aposentadoria especial...pois é exposto a tantas coisas ..."
"Ana Regia","Como fica a Aposentadoria para Servidor Público que trabalha em condições Insalubres?"
"Maria De Paula","eu também queria saber quem tem 25 de contribuição só rurais em exposição do solpode aposentar quando?"
"Filha Do Rei Jesus","Boa tardesabe me dizer quando será a 1 parcela de quem recebe auxilio doença?"
"Davi Guedes","Tenho minha penção por morteeu posso faser um emprestimo no meu nome usando meu beneficio?"
"Odete Calgaro","Como que faço pra conseguir atestado pra aposentadoria .honde devo ir .por que ninguém sabe dizer"
"Mercia Deroldo","Boa tarde meu esposo tem um processo de aposentadoria especial desde 2012 e o inss sempre recorre. Qual a última estância que o inss pode recorrer"
"Soad Azzam","queria saber à onde apresento o atestado de vida de uma pessoa quê esta viajando ...no banco ou no qualquer agência de prevedenencia e se pricisa de procuração"
"Marcial Francisco","não se consegue agendar nadata uma vergonha pra entregar documentos para aposentar."
"Lucia Corosque","Eu queria saber sobre aposentadoria do trabalhador rural."
"Previdência Social","Informações adicionais estão disponíveis em nosso site no link: https://goo.gl/xTB2qh"
"Waldir Do Galo","Boa noite previdência gostaria de uma informação:Aposentado por invalidez tem direito de sacar o resíduo do PIS/PASEP ?"
"Marília Segatto","O site da Previdência a ferramenta para fazer a Simulação do Valor de Benefício esta fora do ar faz dias.Favor verificar.https://sipa.inss.gov.br/SipaINSS/pages/conrmi/conrmiInicio.xhtmlImpossibilitando o uso do serviço."
"Leo Reis","Servidor público Municipal que está sob o RGPS do INSS mulher com 55 anos de idade e 23 de contribuição já pode se aposentar?E se nesse caso trabalha em condições insalubres nesse período porém não há o documento que deveria ser emitido pelo órgão o direito a insalubridade assegura aposentadori ..."
"Emanuel Veloza Fernandes","Acabei de entrar no site da Previdência Social e preenchi msg para ouvidoria mas por duas vezes não deu certo aparece erro de servidor mesmo tudo estar correto.... a msg foi esta aqui: Eu aposentado por idade peço informações acerca de onde e como proceder no requerimento ONLINE de benéficos em me ..."
"Emanuel Veloza Fernandes","Amigos da Previdência Social eu gostaria de saber da possibilidade de emissão online de uma Declaração quanto ao requerimento de benefícios em meu nome e de minha esposa no Sistema Único de Benefícios ja que estamos longe numa área rural distante de uma APS...Agradeço pela brevidade....Como faç ..."
"Alessandra Franco","Tento entrar no site sempre que procuro ver a relação do meu benefício foi concedido dá erro o erro no processamento cheio de saber porque que dá isso"
"Renato Molinaro","Possui benefício concedido judicialmente no acordo inclui a cláusula que me garante o direito de pedido de prorrogação coisa que eu fiz dentro do prazo meu beneficio estava com dcb em 01/07/2017 e a perícia foi marcada para 18/08/2017 sei que enquanto estiver em vigência a ACP:2005.33.00.020.219 ..."
